subset,folder,file,cls,onset,offset
train,train,train_34673.wav,30.0,0.3804375,3.0804375
train,train,train_34674.wav,13.0,2.4270625,8.3070625
train,train,train_34675.wav,17.0,0.808875,9.008875
train,train,train_34676.wav,36.0,0.004375,9.998125
train,train,train_34677.wav,32.0,2.2874375,5.4874375
train,train,train_34678.wav,7.0,0.0031875,9.9969375
train,train,train_34679.wav,36.0,3.44975,8.52975
train,train,train_34680.wav,12.0,0.6713125,3.4513125
train,train,train_34681.wav,9.0,0.004375,9.998125
train,train,train_34682.wav,30.0,0.0014375,9.9951875
train,train,train_34683.wav,0.0,0.7176875,5.9376875
train,train,train_34684.wav,2.0,0.0035,9.99725
train,train,train_34685.wav,0.0,4.768875,7.568875
train,train,train_34686.wav,17.0,0.63575,8.19575
train,train,train_34687.wav,19.0,3.655125,7.255125
train,train,train_34688.wav,18.0,0.80425,9.92425
train,train,train_34689.wav,9.0,0.005875,9.999625
train,train,train_34690.wav,17.0,0.713,8.833
train,train,train_34691.wav,36.0,0.005125,9.998875
train,train,train_34692.wav,12.0,6.275375,7.515375
train,train,train_34693.wav,15.0,5.83475,7.41475
train,train,train_34694.wav,8.0,0.1216875,4.8216875
train,train,train_34695.wav,3.0,1.7456875,2.2256875
train,train,train_34696.wav,36.0,6.5820625,7.1020625
train,train,train_34697.wav,19.0,4.49425,5.89425
train,train,train_34698.wav,26.0,1.0255,4.4255
train,train,train_34699.wav,23.0,4.742125,5.142125
train,train,train_34700.wav,17.0,0.00425,9.998
train,train,train_34701.wav,33.0,5.610625,6.790625
train,train,train_34702.wav,32.0,5.6590625,8.1990625
train,train,train_34703.wav,4.0,1.2290625,2.3490625
train,train,train_34704.wav,10.0,4.032,7.232
train,train,train_34705.wav,23.0,1.3715,3.4515
train,train,train_34706.wav,15.0,5.353,5.953
train,train,train_34707.wav,28.0,0.5398125,1.0598125
train,train,train_34708.wav,39.0,2.8425625,8.7425625
train,train,train_34709.wav,14.0,2.1535,4.0135
train,train,train_34710.wav,34.0,0.004625,9.998375
train,train,train_34711.wav,38.0,0.0038125,9.9975625
train,train,train_34712.wav,33.0,3.005125,3.405125
train,train,train_34713.wav,40.0,0.0053125,9.9990625
train,train,train_34714.wav,5.0,0.000625,9.994375
train,train,train_34715.wav,2.0,0.0029375,9.9966875
train,train,train_34716.wav,14.0,0.65425,1.67425
train,train,train_34717.wav,20.0,0.0006875,9.9944375
train,train,train_34718.wav,3.0,8.2103125,8.6103125
train,train,train_34719.wav,29.0,0.71875,7.63875
train,train,train_34720.wav,30.0,7.7045625,8.8845625
train,train,train_34721.wav,8.0,2.2950625,7.7750625
train,train,train_34722.wav,32.0,3.331125,9.931125
train,train,train_34723.wav,27.0,7.47075,7.83075
train,train,train_34724.wav,39.0,1.5671875,7.5271875
train,train,train_34725.wav,21.0,3.9274375,4.9274375
train,train,train_34726.wav,23.0,5.4088125,6.5888125
train,train,train_34727.wav,20.0,3.0936875,6.0936875
train,train,train_34728.wav,14.0,0.001875,9.995625
train,train,train_34729.wav,39.0,7.266875,8.046875
train,train,train_34730.wav,0.0,4.9651875,9.7651875
train,train,train_34731.wav,6.0,0.0035625,9.9973125
train,train,train_34732.wav,13.0,1.2113125,6.3913125
train,train,train_34733.wav,34.0,3.092125,9.492125
train,train,train_34734.wav,23.0,0.003125,9.996875
train,train,train_34735.wav,8.0,0.114625,9.454625
train,train,train_34736.wav,40.0,0.0033125,9.9970625
train,train,train_34737.wav,26.0,9.12825,9.46825
train,train,train_34738.wav,30.0,0.005375,9.999125
train,train,train_34739.wav,0.0,0.2735,3.5935
train,train,train_34740.wav,29.0,4.035625,6.235625
train,train,train_34741.wav,25.0,2.5485625,4.3485625
train,train,train_34742.wav,23.0,4.1383125,6.5383125
train,train,train_34743.wav,29.0,1.01825,8.27825
train,train,train_34744.wav,36.0,3.6828125,8.5228125
train,train,train_34745.wav,22.0,6.959375,7.619375
train,train,train_34746.wav,20.0,2.4251875,9.9651875
train,train,train_34747.wav,32.0,1.3178125,4.8178125
train,train,train_34748.wav,21.0,1.6156875,5.9756875
train,train,train_34749.wav,27.0,0.0,9.99375
train,train,train_34750.wav,6.0,3.583875,8.863875
train,train,train_34751.wav,28.0,0.0025625,9.9963125
train,train,train_34752.wav,32.0,6.5089375,8.2289375
train,train,train_34753.wav,32.0,6.609875,8.609875
train,train,train_34754.wav,29.0,5.8713125,7.0713125
train,train,train_34755.wav,40.0,1.649125,4.349125
train,train,train_34756.wav,17.0,7.30975,9.70975
train,train,train_34757.wav,1.0,0.0005,9.99425
train,train,train_34758.wav,10.0,5.010875,6.230875
train,train,train_34759.wav,38.0,0.574,9.174
train,train,train_34760.wav,22.0,0.004375,9.998125
train,train,train_34761.wav,16.0,6.95175,7.35175
train,train,train_34762.wav,32.0,0.567875,5.887875
train,train,train_34763.wav,27.0,2.4443125,3.0643125
train,train,train_34764.wav,26.0,3.217375,6.057375
train,train,train_34765.wav,9.0,0.002875,9.996625
train,train,train_34766.wav,0.0,1.235875,9.835875
train,train,train_34767.wav,30.0,7.0886875,8.2286875
train,train,train_34768.wav,0.0,0.8666875,5.9066875
train,train,train_34769.wav,18.0,0.3454375,8.8454375
train,train,train_34770.wav,9.0,0.001625,9.995375
train,train,train_34771.wav,4.0,3.62675,4.54675
train,train,train_34772.wav,19.0,4.5455625,8.7455625
train,train,train_34773.wav,1.0,0.003125,9.996875
train,train,train_34774.wav,24.0,3.3381875,8.4581875
train,train,train_34775.wav,13.0,0.1083125,9.8683125
train,train,train_34776.wav,9.0,3.22925,9.62925
train,train,train_34777.wav,0.0,1.9779375,8.2579375
train,train,train_34778.wav,29.0,3.0068125,5.1068125
train,train,train_34779.wav,28.0,0.0048125,9.9985625
train,train,train_34780.wav,13.0,0.9743125,4.4943125
train,train,train_34781.wav,2.0,0.00325,9.997
train,train,train_34782.wav,13.0,3.3636875,9.1636875
train,train,train_34783.wav,30.0,0.67825,9.91825
train,train,train_34784.wav,2.0,4.111125,9.231125
train,train,train_34785.wav,4.0,6.962625,7.562625
train,train,train_34786.wav,20.0,0.002,9.99575
train,train,train_34787.wav,29.0,7.158875,9.098875
train,train,train_34788.wav,39.0,0.342875,2.402875
train,train,train_34789.wav,4.0,3.1741875,5.7741875
train,train,train_34790.wav,16.0,3.357875,3.777875
train,train,train_34791.wav,38.0,5.5496875,6.7496875
train,train,train_34792.wav,27.0,8.4435625,9.4835625
train,train,train_34793.wav,32.0,0.075625,9.975625
train,train,train_34794.wav,35.0,2.2274375,2.6274375
train,train,train_34795.wav,9.0,0.004,9.99775
train,train,train_34796.wav,29.0,2.69725,9.59725
train,train,train_34797.wav,7.0,3.7819375,7.1619375
train,train,train_34798.wav,37.0,0.7810625,9.6610625
train,train,train_34799.wav,39.0,3.360625,9.060625
train,train,train_34800.wav,21.0,6.74,8.08
train,train,train_34801.wav,40.0,0.0030625,9.9968125
train,train,train_34802.wav,36.0,6.568625,7.168625
train,train,train_34803.wav,17.0,0.3398125,8.0798125
train,train,train_34804.wav,15.0,9.156,9.716
train,train,train_34805.wav,24.0,2.2506875,5.2106875
train,train,train_34806.wav,18.0,3.8655625,6.6655625
train,train,train_34807.wav,38.0,6.6630625,6.9830625
train,train,train_34808.wav,20.0,0.265125,4.245125
train,train,train_34809.wav,33.0,7.541875,7.881875
train,train,train_34810.wav,39.0,0.0025625,9.9963125
train,train,train_34811.wav,8.0,4.0479375,8.2479375
train,train,train_34812.wav,12.0,0.8713125,2.0513125
train,train,train_34813.wav,1.0,0.003125,9.996875
train,train,train_34814.wav,26.0,6.6590625,9.4590625
train,train,train_34815.wav,1.0,0.00575,9.9995
train,train,train_34816.wav,35.0,9.2320625,9.5520625
train,train,train_34817.wav,35.0,1.5770625,2.5170625
train,train,train_34818.wav,4.0,4.784,5.264
train,train,train_34819.wav,10.0,1.441375,2.601375
train,train,train_34820.wav,1.0,0.00475,9.9985
train,train,train_34821.wav,20.0,0.149125,8.069125
train,train,train_34822.wav,28.0,4.2663125,5.7663125
train,train,train_34823.wav,29.0,4.253125,5.113125
train,train,train_34824.wav,18.0,9.305625,9.985625
train,train,train_34825.wav,37.0,6.25e-05,9.9938125
train,train,train_34826.wav,2.0,0.004875,9.998625
train,train,train_34827.wav,22.0,0.2295625,8.0495625
train,train,train_34828.wav,27.0,0.0026875,9.9964375
train,train,train_34829.wav,6.0,3.283375,8.343375
train,train,train_34830.wav,0.0,0.003,9.99675
train,train,train_34831.wav,40.0,0.0054375,9.9991875
train,train,train_34832.wav,26.0,0.005625,9.999375
train,train,train_34833.wav,36.0,0.00425,9.998
train,train,train_34834.wav,36.0,7.015875,7.535875
train,train,train_34835.wav,36.0,4.9459375,7.4859375
train,train,train_34836.wav,6.0,1.1649375,6.3049375
train,train,train_34837.wav,34.0,9.4156875,9.9756875
train,train,train_34838.wav,21.0,2.5758125,3.7558125
train,train,train_34839.wav,16.0,5.5675625,7.4275625
train,train,train_34840.wav,6.0,0.003625,9.997375
train,train,train_34841.wav,22.0,0.3251875,3.4651875
train,train,train_34842.wav,0.0,5.156875,8.296875
train,train,train_34843.wav,1.0,0.3758125,8.2158125
train,train,train_34844.wav,29.0,4.434875,5.074875
train,train,train_34845.wav,15.0,0.0925,0.4325
train,train,train_34846.wav,19.0,3.09475,6.53475
train,train,train_34847.wav,29.0,7.169125,8.609125
train,train,train_34848.wav,10.0,6.0695625,8.8695625
train,train,train_34849.wav,12.0,5.1835,7.5035
train,train,train_34850.wav,16.0,5.136,5.536
train,train,train_34851.wav,35.0,0.4044375,8.0844375
train,train,train_34852.wav,29.0,0.3443125,1.6443125
train,train,train_34853.wav,26.0,1.583125,5.883125
train,train,train_34854.wav,13.0,1.5278125,2.8478125
train,train,train_34855.wav,10.0,4.963375,5.803375
train,train,train_34856.wav,18.0,0.1578125,7.6978125
train,train,train_34857.wav,40.0,0.46075,3.84075
train,train,train_34858.wav,18.0,0.0641875,8.6641875
train,train,train_34859.wav,15.0,0.509625,5.949625
train,train,train_34860.wav,27.0,8.268625,9.048625
train,train,train_34861.wav,17.0,0.00275,9.9965
train,train,train_34862.wav,34.0,0.000625,9.994375
train,train,train_34863.wav,13.0,8.8214375,9.2414375
train,train,train_34864.wav,0.0,0.000875,9.994625
train,train,train_34865.wav,25.0,2.987875,3.627875
train,train,train_34866.wav,40.0,1.58375,5.42375
train,train,train_34867.wav,12.0,3.0656875,5.4456875
train,train,train_34868.wav,34.0,1.5660625,9.7060625
train,train,train_34869.wav,7.0,2.6969375,8.8169375
train,train,train_34870.wav,38.0,7.086,9.206
train,train,train_34871.wav,23.0,0.0035,9.99725
train,train,train_34872.wav,26.0,1.0258125,9.2858125
train,train,train_34873.wav,21.0,7.126375,8.926375
train,train,train_34874.wav,8.0,1.2475625,9.9675625
train,train,train_34875.wav,37.0,2.1865625,5.5865625
train,train,train_34876.wav,40.0,2.3325,3.9325
train,train,train_34877.wav,6.0,1.44575,3.06575
train,train,train_34878.wav,30.0,0.1306875,9.9106875
train,train,train_34879.wav,33.0,2.1208125,2.9208125
train,train,train_34880.wav,11.0,2.540125,2.940125
train,train,train_34881.wav,23.0,0.8645625,9.6645625
train,train,train_34882.wav,40.0,0.0001875,9.9939375
train,train,train_34883.wav,8.0,4.2681875,7.1081875
train,train,train_34884.wav,34.0,0.0,9.99375
train,train,train_34885.wav,0.0,2.7785625,9.3185625
train,train,train_34886.wav,30.0,0.004625,9.998375
train,train,train_34887.wav,35.0,1.2163125,1.5563125
train,train,train_34888.wav,37.0,1.9206875,9.8006875
train,train,train_34889.wav,23.0,1.371375,5.551375
train,train,train_34890.wav,27.0,1.6939375,8.5339375
train,train,train_34891.wav,35.0,4.4618125,5.3018125
train,train,train_34892.wav,6.0,0.0111875,3.9311875
train,train,train_34893.wav,23.0,5.6559375,6.4959375
train,train,train_34894.wav,3.0,0.289,8.049
train,train,train_34895.wav,24.0,0.00375,9.9975
train,train,train_34896.wav,39.0,5.3074375,6.7274375
train,train,train_34897.wav,23.0,6.2784375,7.1184375
train,train,train_34898.wav,39.0,0.746625,4.406625
train,train,train_34899.wav,10.0,1.5830625,8.7830625
train,train,train_34900.wav,21.0,8.0319375,9.6319375
train,train,train_34901.wav,19.0,4.6834375,6.4834375
train,train,train_34902.wav,33.0,8.5845,9.0845
train,train,train_34903.wav,17.0,1.845,7.445
train,train,train_34904.wav,8.0,5.813125,9.173125
train,train,train_34905.wav,17.0,0.0019375,9.9956875
train,train,train_34906.wav,0.0,2.677375,6.857375
train,train,train_34907.wav,0.0,0.0036875,9.9974375
train,train,train_34908.wav,38.0,0.5130625,1.2130625
train,train,train_34909.wav,36.0,2.5890625,3.0890625
train,train,train_34910.wav,2.0,0.00025,9.994
train,train,train_34911.wav,0.0,0.9488125,8.9688125
train,train,train_34912.wav,32.0,7.401,9.461
train,train,train_34913.wav,39.0,7.227875,8.027875
train,train,train_34914.wav,13.0,3.1944375,9.7144375
train,train,train_34915.wav,14.0,0.1,4.1
train,train,train_34916.wav,28.0,0.7811875,5.6411875
train,train,train_34917.wav,8.0,2.8275625,9.2275625
train,train,train_34918.wav,30.0,4.797625,5.777625
train,train,train_34919.wav,30.0,0.454125,6.614125
train,train,train_34920.wav,25.0,3.8295625,6.8895625
train,train,train_34921.wav,10.0,8.772,9.372
train,train,train_34922.wav,32.0,2.099125,6.699125
train,train,train_34923.wav,2.0,2.9696875,3.4296875
train,train,train_34924.wav,38.0,1.1093125,5.7093125
train,train,train_34925.wav,30.0,0.005875,9.999625
train,train,train_34926.wav,36.0,4.9943125,6.5943125
train,train,train_34927.wav,9.0,0.00125,9.995
train,train,train_34928.wav,40.0,0.0023125,9.9960625
train,train,train_34929.wav,20.0,2.2628125,3.4828125
train,train,train_34930.wav,24.0,1.3935625,6.5735625
train,train,train_34931.wav,36.0,2.0104375,8.7304375
train,train,train_34932.wav,4.0,5.8594375,7.5794375
train,train,train_34933.wav,18.0,0.4228125,2.3628125
train,train,train_34934.wav,18.0,0.9550625,8.9550625
train,train,train_34935.wav,36.0,1.2140625,9.8940625
train,train,train_34936.wav,17.0,3.961125,6.761125
train,train,train_34937.wav,24.0,0.6231875,9.8231875
train,train,train_34938.wav,23.0,3.607,3.927
train,train,train_34939.wav,26.0,5.370875,7.790875
train,train,train_34940.wav,27.0,0.943,4.543
train,train,train_34941.wav,10.0,3.752,9.952
train,train,train_34942.wav,0.0,0.0060625,9.9998125
train,train,train_34943.wav,14.0,2.204,4.604
train,train,train_34944.wav,8.0,4.723875,7.743875
train,train,train_34945.wav,22.0,3.2923125,5.0523125
train,train,train_34946.wav,22.0,6.2163125,6.9763125
train,train,train_34947.wav,13.0,2.511,9.511
train,train,train_34948.wav,16.0,3.481875,4.081875
train,train,train_34949.wav,22.0,3.2721875,6.7921875
train,train,train_34950.wav,8.0,5.690625,9.590625
train,train,train_34951.wav,10.0,5.8109375,6.9109375
train,train,train_34952.wav,5.0,0.000125,9.993875
train,train,train_34953.wav,18.0,3.605,5.925
train,train,train_34954.wav,33.0,1.8628125,7.6628125
train,train,train_34955.wav,30.0,0.0035,9.99725
train,train,train_34956.wav,33.0,5.38425,6.12425
train,train,train_34957.wav,6.0,3.6653125,8.5253125
train,train,train_34958.wav,16.0,1.1735625,7.0735625
train,train,train_34959.wav,14.0,2.111875,8.591875
train,train,train_34960.wav,22.0,4.509125,8.149125
train,train,train_34961.wav,27.0,0.1034375,1.5034375
train,train,train_34962.wav,37.0,9.27975,9.63975
train,train,train_34963.wav,4.0,8.2431875,8.6831875
train,train,train_34964.wav,11.0,5.5225625,6.3225625
train,train,train_34965.wav,20.0,0.577625,9.397625
train,train,train_34966.wav,0.0,2.070625,4.250625
train,train,train_34967.wav,4.0,1.5673125,4.3673125
train,train,train_34968.wav,16.0,2.2533125,6.0533125
train,train,train_34969.wav,6.0,0.0379375,4.1579375
train,train,train_34970.wav,36.0,2.1791875,4.5191875
train,train,train_34971.wav,34.0,2.489125,4.889125
train,train,train_34972.wav,18.0,0.00125,9.995
train,train,train_34973.wav,1.0,0.005375,9.999125
train,train,train_34974.wav,8.0,0.703375,7.763375
train,train,train_34975.wav,40.0,0.001,9.99475
train,train,train_34976.wav,16.0,2.5081875,2.8481875
train,train,train_34977.wav,22.0,6.190625,8.910625
train,train,train_34978.wav,33.0,0.66425,1.16425
train,train,train_34979.wav,6.0,1.9671875,9.3271875
train,train,train_34980.wav,9.0,0.1488125,0.8288125
train,train,train_34981.wav,34.0,1.3744375,5.1144375
train,train,train_34982.wav,4.0,8.6365,9.0365
train,train,train_34983.wav,40.0,4.5098125,6.7298125
train,train,train_34984.wav,28.0,1.828125,2.388125
train,train,train_34985.wav,37.0,3.834875,6.134875
train,train,train_34986.wav,3.0,8.7128125,9.4928125
train,train,train_34987.wav,23.0,0.3038125,9.1038125
train,train,train_34988.wav,2.0,4.7963125,8.0963125
train,train,train_34989.wav,35.0,2.5565625,4.5565625
train,train,train_34990.wav,5.0,0.0015,9.99525
train,train,train_34991.wav,38.0,1.41175,6.11175
train,train,train_34992.wav,25.0,2.6990625,4.3990625
train,train,train_34993.wav,33.0,3.9915625,4.3715625
train,train,train_34994.wav,29.0,1.3621875,4.2821875
train,train,train_34995.wav,6.0,3.2744375,4.3344375
train,train,train_34996.wav,11.0,4.0725625,4.8725625
train,train,train_34997.wav,38.0,1.2503125,5.0503125
train,train,train_34998.wav,23.0,1.0335625,1.4535625
train,train,train_34999.wav,11.0,5.81425,6.21425
train,train,train_35000.wav,8.0,4.2968125,9.0968125
train,train,train_35001.wav,10.0,5.7155,6.7955
train,train,train_35002.wav,30.0,4.732625,6.652625
train,train,train_35003.wav,20.0,0.1804375,5.7804375
train,train,train_35004.wav,20.0,5.78025,7.04025
train,train,train_35005.wav,2.0,0.12475,8.92475
train,train,train_35006.wav,0.0,0.8194375,8.8394375
train,train,train_35007.wav,0.0,5.68,7.46
train,train,train_35008.wav,2.0,0.001125,9.994875
train,train,train_35009.wav,17.0,3.7198125,6.6798125
train,train,train_35010.wav,5.0,8.7295625,9.7895625
train,train,train_35011.wav,24.0,6.8665625,7.2265625
train,train,train_35012.wav,38.0,0.0056875,9.9994375
train,train,train_35013.wav,36.0,1.6821875,8.5421875
train,train,train_35014.wav,3.0,1.44975,3.30975
train,train,train_35015.wav,1.0,3.6678125,6.6478125
train,train,train_35016.wav,15.0,5.5824375,9.3624375
train,train,train_35017.wav,39.0,0.2695,2.6695
train,train,train_35018.wav,18.0,0.0054375,9.9991875
train,train,train_35019.wav,12.0,0.898375,2.558375
train,train,train_35020.wav,32.0,0.0098125,1.2298125
train,train,train_35021.wav,34.0,0.858125,1.358125
train,train,train_35022.wav,32.0,3.90075,7.54075
train,train,train_35023.wav,10.0,2.8340625,9.4340625
train,train,train_35024.wav,1.0,1.6608125,7.6608125
train,train,train_35025.wav,28.0,0.258875,7.458875
train,train,train_35026.wav,30.0,7.084375,9.484375
train,train,train_35027.wav,0.0,3.2930625,5.9730625
train,train,train_35028.wav,34.0,0.005125,9.998875
train,train,train_35029.wav,39.0,7.21575,8.93575
train,train,train_35030.wav,24.0,1.621875,2.041875
train,train,train_35031.wav,29.0,7.510875,8.790875
train,train,train_35032.wav,18.0,4.1405,7.1405
train,train,train_35033.wav,10.0,0.6138125,1.0538125
train,train,train_35034.wav,0.0,1.1249375,8.5249375
train,train,train_35035.wav,25.0,3.8311875,5.2111875
train,train,train_35036.wav,32.0,2.2989375,4.8389375
train,train,train_35037.wav,6.0,0.1861875,4.8461875
train,train,train_35038.wav,27.0,2.0978125,6.4378125
train,train,train_35039.wav,12.0,1.974625,9.394625
train,train,train_35040.wav,18.0,6.1645625,9.1845625
train,train,train_35041.wav,34.0,0.409375,8.809375
train,train,train_35042.wav,21.0,1.4308125,7.7108125
train,train,train_35043.wav,26.0,3.5513125,6.1113125
train,train,train_35044.wav,36.0,8.2546875,9.1546875
train,train,train_35045.wav,12.0,4.4385,8.9585
train,train,train_35046.wav,30.0,2.122625,6.322625
train,train,train_35047.wav,34.0,0.003375,9.997125
train,train,train_35048.wav,38.0,2.2364375,3.7364375
train,train,train_35049.wav,36.0,0.005,9.99875
train,train,train_35050.wav,1.0,0.374,9.874
train,train,train_35051.wav,3.0,0.0765,7.5965
train,train,train_35052.wav,27.0,1.6113125,2.4113125
train,train,train_35053.wav,17.0,1.6088125,6.5888125
train,train,train_35054.wav,8.0,0.061,7.781
train,train,train_35055.wav,17.0,0.0004375,9.9941875
train,train,train_35056.wav,25.0,4.3480625,6.7280625
train,train,train_35057.wav,32.0,3.874125,7.874125
train,train,train_35058.wav,12.0,4.089,5.889
train,train,train_35059.wav,9.0,0.2905,9.9905
train,train,train_35060.wav,38.0,2.13,8.65
train,train,train_35061.wav,21.0,0.3045,8.3045
train,train,train_35062.wav,5.0,0.0021875,9.9959375
train,train,train_35063.wav,30.0,0.8845,9.0045
train,train,train_35064.wav,15.0,0.2929375,3.5729375
train,train,train_35065.wav,39.0,7.6471875,9.6471875
train,train,train_35066.wav,38.0,0.7635625,8.5635625
train,train,train_35067.wav,21.0,5.2479375,6.1879375
train,train,train_35068.wav,29.0,0.213,9.953
train,train,train_35069.wav,32.0,7.2660625,8.2460625
train,train,train_35070.wav,3.0,6.2665,6.6665
train,train,train_35071.wav,27.0,6.0650625,7.0650625
train,train,train_35072.wav,23.0,0.721375,3.561375
train,train,train_35073.wav,11.0,6.7334375,7.1334375
train,train,train_35074.wav,9.0,0.00275,9.9965
train,train,train_35075.wav,3.0,8.1731875,8.9731875
train,train,train_35076.wav,33.0,6.3245,7.9445
train,train,train_35077.wav,4.0,3.835375,4.495375
train,train,train_35078.wav,1.0,0.0061875,9.9999375
train,train,train_35079.wav,32.0,5.622625,8.422625
train,train,train_35080.wav,1.0,0.108625,8.248625
train,train,train_35081.wav,38.0,7.615875,8.275875
train,train,train_35082.wav,18.0,1.9329375,7.6729375
train,train,train_35083.wav,6.0,4.2099375,6.4099375
train,train,train_35084.wav,39.0,1.9089375,7.4089375
train,train,train_35085.wav,7.0,0.0044375,9.9981875
train,train,train_35086.wav,38.0,5.3265625,6.5665625
train,train,train_35087.wav,2.0,0.0018125,9.9955625
train,train,train_35088.wav,29.0,1.0078125,3.0478125
train,train,train_35089.wav,10.0,0.0,9.99375
train,train,train_35090.wav,28.0,2.5110625,4.4910625
train,train,train_35091.wav,32.0,6.5084375,8.3084375
train,train,train_35092.wav,3.0,5.02625,6.62625
train,train,train_35093.wav,15.0,4.8751875,6.4751875
train,train,train_35094.wav,30.0,0.0011875,9.9949375
train,train,train_35095.wav,3.0,7.78625,8.72625
train,train,train_35096.wav,26.0,1.3429375,9.1029375
train,train,train_35097.wav,39.0,9.3075625,9.9275625
train,train,train_35098.wav,33.0,3.62675,4.02675
train,train,train_35099.wav,29.0,4.6949375,9.6749375
train,train,train_35100.wav,25.0,3.1248125,4.8848125
train,train,train_35101.wav,33.0,4.524875,4.844875
train,train,train_35102.wav,1.0,0.0026875,9.9964375
train,train,train_35103.wav,26.0,0.0016875,9.9954375
train,train,train_35104.wav,26.0,5.6375,7.0775
train,train,train_35105.wav,12.0,8.037875,8.837875
train,train,train_35106.wav,34.0,0.0051875,9.9989375
train,train,train_35107.wav,29.0,5.714625,9.254625
train,train,train_35108.wav,39.0,6.07275,7.53275
train,train,train_35109.wav,36.0,7.508875,8.088875
train,train,train_35110.wav,11.0,8.8725625,9.7125625
train,train,train_35111.wav,10.0,0.0044375,9.9981875
train,train,train_35112.wav,39.0,6.4593125,7.8993125
train,train,train_35113.wav,8.0,0.0035625,9.9973125
train,train,train_35114.wav,14.0,0.1638125,4.1638125
train,train,train_35115.wav,16.0,1.76875,7.70875
train,train,train_35116.wav,3.0,6.7628125,7.3228125
train,train,train_35117.wav,20.0,1.3229375,9.4829375
train,train,train_35118.wav,21.0,7.4993125,8.4393125
train,train,train_35119.wav,18.0,0.0036875,9.9974375
train,train,train_35120.wav,23.0,1.16675,9.96675
train,train,train_35121.wav,20.0,7.5581875,8.6381875
train,train,train_35122.wav,25.0,4.1413125,8.7813125
train,train,train_35123.wav,26.0,4.3906875,9.0906875
train,train,train_35124.wav,18.0,1.5345,8.1945
train,train,train_35125.wav,18.0,2.5779375,8.3779375
train,train,train_35126.wav,38.0,4.7309375,5.0509375
train,train,train_35127.wav,10.0,0.8005625,3.6005625
train,train,train_35128.wav,8.0,0.405625,6.905625
train,train,train_35129.wav,12.0,7.123375,9.543375
train,train,train_35130.wav,29.0,7.9024375,8.7024375
train,train,train_35131.wav,35.0,5.6811875,6.1611875
train,train,train_35132.wav,32.0,5.8593125,7.4193125
train,train,train_35133.wav,5.0,0.0026875,9.9964375
train,train,train_35134.wav,29.0,0.4163125,8.6563125
train,train,train_35135.wav,20.0,4.221375,5.941375
train,train,train_35136.wav,36.0,0.0045625,9.9983125
train,train,train_35137.wav,8.0,1.82675,5.48675
train,train,train_35138.wav,20.0,0.0026875,9.9964375
train,train,train_35139.wav,8.0,1.8603125,3.8203125
train,train,train_35140.wav,39.0,0.6005,9.0005
train,train,train_35141.wav,33.0,7.8338125,8.1938125
train,train,train_35142.wav,12.0,5.3050625,7.5450625
train,train,train_35143.wav,36.0,4.293125,4.773125
train,train,train_35144.wav,20.0,0.0015,9.99525
train,train,train_35145.wav,8.0,0.3465625,8.3465625
train,train,train_35146.wav,11.0,8.126375,8.726375
train,train,train_35147.wav,39.0,1.07525,9.87525
train,train,train_35148.wav,19.0,1.808625,4.408625
train,train,train_35149.wav,38.0,0.739,7.579
train,train,train_35150.wav,13.0,0.325875,3.925875
train,train,train_35151.wav,39.0,0.742875,7.742875
train,train,train_35152.wav,28.0,0.0035,9.99725
train,train,train_35153.wav,35.0,1.8498125,9.6498125
train,train,train_35154.wav,15.0,1.5985625,3.2785625
train,train,train_35155.wav,0.0,0.0059375,9.9996875
train,train,train_35156.wav,29.0,7.5653125,9.3653125
train,train,train_35157.wav,38.0,2.343,8.743
train,train,train_35158.wav,15.0,3.593875,6.653875
train,train,train_35159.wav,34.0,0.5111875,3.2111875
train,train,train_35160.wav,20.0,0.0005625,9.9943125
train,train,train_35161.wav,33.0,2.7516875,3.5516875
train,train,train_35162.wav,6.0,1.1596875,6.0196875
train,train,train_35163.wav,7.0,3.1505,7.3505
train,train,train_35164.wav,39.0,5.3320625,6.8320625
train,train,train_35165.wav,34.0,0.002375,9.996125
train,train,train_35166.wav,13.0,1.585,9.585
train,train,train_35167.wav,34.0,3.7885,5.7885
train,train,train_35168.wav,33.0,5.1709375,6.0509375
train,train,train_35169.wav,19.0,4.9160625,7.7160625
train,train,train_35170.wav,36.0,0.0055,9.99925
train,train,train_35171.wav,10.0,1.648875,4.448875
train,train,train_35172.wav,12.0,8.669125,9.549125
train,train,train_35173.wav,34.0,1.8939375,2.6539375
train,train,train_35174.wav,37.0,0.4395,8.5195
train,train,train_35175.wav,19.0,6.8193125,9.4193125
train,train,train_35176.wav,35.0,2.07825,2.77825
train,train,train_35177.wav,20.0,3.13025,9.53025
train,train,train_35178.wav,6.0,0.00525,9.999
train,train,train_35179.wav,5.0,2.42325,6.40325
train,train,train_35180.wav,20.0,4.70225,9.10225
train,train,train_35181.wav,33.0,1.6938125,2.0738125
train,train,train_35182.wav,6.0,2.0445625,4.7645625
train,train,train_35183.wav,8.0,2.5741875,8.5341875
train,train,train_35184.wav,25.0,8.5189375,9.0989375
train,train,train_35185.wav,21.0,5.764,9.784
train,train,train_35186.wav,33.0,1.526875,9.726875
train,train,train_35187.wav,30.0,5.687875,9.087875
train,train,train_35188.wav,28.0,0.0033125,9.9970625
train,train,train_35189.wav,38.0,0.9175,6.2175
train,train,train_35190.wav,36.0,1.4610625,2.0610625
train,train,train_35191.wav,6.0,0.0044375,9.9981875
train,train,train_35192.wav,17.0,0.9011875,2.8611875
